ensemble_size,epoch_num,learning_rate,average_loss_train_traditional,average_loss_test_traditional,average_loss_train_mlp,average_loss_test_mlp,average_individual_loss_train_traditional,average_individual_loss_test_traditional,diversity_coefficient_train_traditional,diversity_coefficient_test_traditional
4,50,0.0005,0.10860472057874386,0.14439664967358112,0.1417305160027284,0.2501881942152977,0.11463066935539246,0.15329526364803314,0.006039034575223923,0.007836678065359592
4,50,0.001,0.08381651513851605,0.14214024879038334,0.11007437597100551,0.12031866982579231,0.08654998987913132,0.14703907072544098,0.0027180174365639687,0.0046472917310893536
4,50,0.0015,0.053616171272901386,0.12390844617038965,0.13079594591489205,0.2020980380475521,0.05588875338435173,0.1268550455570221,0.0022154657635837793,0.0033221140038222075
4,50,0.002,0.057648977694603115,0.0887595284730196,0.06736520333931996,0.06636681128293276,0.05982708930969238,0.09216514974832535,0.002193793188780546,0.003669477766379714
4,100,0.0005,0.07127750335404506,0.1052285609766841,0.11756308204852618,0.1177535499446094,0.07293488830327988,0.10737760365009308,0.0016677251551300287,0.001967529533430934
4,100,0.001,0.05356440320611,0.09517176263034344,0.0923141768345466,0.11615040525794029,0.05626848340034485,0.0995766669511795,0.002663379069417715,0.003701528999954462
4,100,0.0015,0.05170430328983527,0.07681631669402122,0.10099643640793286,0.1330714412033558,0.055112384259700775,0.08165021240711212,0.003397568129003048,0.004869969096034765
4,100,0.002,0.05180188526327793,0.08114911988377571,0.07400393571991187,0.05595103930681944,0.055132195353507996,0.08612451702356339,0.0033519587013870478,0.004070501308888197
4,150,0.0005,0.05717619909689976,0.09212961234152317,0.0815857219008299,0.08134275488555431,0.05863049253821373,0.09401386231184006,0.0014422874664887786,0.00211781682446599
4,150,0.001,0.04643076042143198,0.06461942940950394,0.0917247559588689,0.0793756190687418,0.048825815320014954,0.06732006371021271,0.002419039374217391,0.00308814225718379
