correlation_penalty_coefficient,ensemble_size,epoch_num,learning_rate,hidden_size,loss_test,diversity_coefficient_test
0.1,7,400,0.001,"[2, 2, 2, 2, 2, 2]",0.21552803739905357,0.0053467294201254845
0.1,7,400,0.001,[6],0.09944454673677683,0.006713782902806997
0.1,7,400,0.001,[12],0.051609882386401296,0.003454201854765415
0.1,8,400,0.001,[2],0.16588453762233257,0.008335854858160019
0.1,8,400,0.001,"[2, 2, 2]",0.19176359102129936,0.01084762904793024
0.1,8,400,0.001,"[2, 2, 2, 2, 2, 2]",0.24791235849261284,0.0023814390879124403
0.1,8,400,0.001,[6],0.06555585656315088,0.004440383519977331
0.1,8,400,0.001,[12],0.06180021818727255,0.002176489681005478
0.1,9,400,0.001,[2],0.15815714932978153,0.006780027877539396
0.1,9,400,0.001,"[2, 2, 2]",0.318622212857008,0.00894440058618784
0.1,9,400,0.001,"[2, 2, 2, 2, 2, 2]",0.1874989653006196,0.0010737760458141565
0.1,9,400,0.001,[6],0.07648477237671614,0.003198634134605527
0.1,9,400,0.001,[12],0.07538960501551628,0.0022019678726792336
0.1,10,400,0.001,[2],0.14998195320367813,0.00894322618842125
0.1,10,400,0.001,"[2, 2, 2]",0.1853229682892561,0.01063207071274519
0.1,10,400,0.001,"[2, 2, 2, 2, 2, 2]",0.23474886268377304,0.0005037026712670922
0.1,10,400,0.001,[6],0.07444817293435335,0.0040595196187496185
0.1,10,400,0.001,[12],0.03825548873282969,0.002159758470952511
0.1,11,400,0.001,[2],0.11990339774638414,0.007845996879041195
0.1,11,400,0.001,"[2, 2, 2]",0.188774099573493,0.01014724001288414
0.1,11,400,0.001,"[2, 2, 2, 2, 2, 2]",0.1936894729733467,0.004754530265927315
0.1,11,400,0.001,[6],0.060054605826735497,0.005175671074539423
0.1,11,400,0.001,[12],0.04880805755965412,0.001549901207908988
0.1,12,400,0.001,[2],0.0927969329059124,0.006720228586345911
0.1,12,400,0.001,"[2, 2, 2]",0.2850348372012377,0.010605531744658947
0.1,12,400,0.001,"[2, 2, 2, 2, 2, 2]",0.2025293316692114,0.0033276607282459736
0.1,12,400,0.001,[6],0.04974772350396961,0.003096871543675661
0.1,12,400,0.001,[12],0.03596894314978272,0.00260218046605587
0.1,13,400,0.001,[2],0.1311274953186512,0.0086528230458498
0.1,13,400,0.001,"[2, 2, 2]",0.20712263882160187,0.013563848100602627
0.1,13,400,0.001,"[2, 2, 2, 2, 2, 2]",0.19460760988295078,0.0029828341212123632
0.1,13,400,0.001,[6],0.0553096872754395,0.003576709656044841
0.1,13,400,0.001,[12],0.055448762606829405,0.002215422922745347
0.1,14,400,0.001,[2],0.09935083985328674,0.006521566305309534
0.1,14,400,0.001,"[2, 2, 2]",0.203468456864357,0.025181666016578674
0.1,14,400,0.001,"[2, 2, 2, 2, 2, 2]",0.19245695136487484,0.008918803185224533
0.1,14,400,0.001,[6],0.09017664194107056,0.007268697023391724
0.1,14,400,0.001,[12],0.05108916014432907,0.0015816425438970327
0.1,15,400,0.001,[2],0.11107435263693333,0.00868937186896801
0.1,15,400,0.001,"[2, 2, 2]",0.16253363713622093,0.011740438640117645
0.1,15,400,0.001,"[2, 2, 2, 2, 2, 2]",0.2776962071657181,0.006170040462166071
0.1,15,400,0.001,[6],0.08296179585158825,0.004564623348414898
0.1,15,400,0.001,[12],0.04543773550540209,0.0020619528368115425
0.1,16,400,0.001,[2],0.1346012745052576,0.008583164773881435
0.1,16,400,0.001,"[2, 2, 2]",0.19084418658167124,0.01603875495493412
0.1,16,400,0.001,"[2, 2, 2, 2, 2, 2]",0.2096642516553402,0.002473537577316165
0.1,16,400,0.001,[6],0.05516884755343199,0.0045172604732215405
0.1,16,400,0.001,[12],0.03456103312782943,0.0018799368990585208
0.2,2,400,0.001,[2],0.09574709739536047,0.0028593314345926046
0.2,2,400,0.001,"[2, 2, 2]",0.21094780042767525,0.012790501117706299
0.2,2,400,0.001,"[2, 2, 2, 2, 2, 2]",0.1284807175397873,0.018768711015582085
0.2,2,400,0.001,[6],0.10730772837996483,0.006970249116420746
0.2,2,400,0.001,[12],0.04073205729946494,0.0013957726769149303
0.2,3,400,0.001,[2],0.11099379695951939,0.011528114788234234
0.2,3,400,0.001,"[2, 2, 2]",0.12581626139581203,0.010375874117016792
0.2,3,400,0.001,"[2, 2, 2, 2, 2, 2]",0.2073201946914196,3.5425450732873287e-06
0.2,3,400,0.001,[6],0.05419752188026905,0.0026672440581023693
0.2,3,400,0.001,[12],0.041184861212968826,0.0011004075640812516
0.2,4,400,0.001,[2],0.11786611191928387,0.013200176879763603
0.2,4,400,0.001,"[2, 2, 2]",0.163369950838387,0.013337245211005211
